ID;SUBSYSTEM;CODE;COVWATERHYDRANTUNITTYPE;DISTANCEFROMCORNER;FEEDERLEN;DIR;LINE;COLOR;INCOMM;CHR0;CHR1;STREET_NUMBER;STREET;OLDHYDNUM;CASTSUB;OOCDATE;OOCNOTES;INSTDATE1;ORACLEID;ACTIVE;REMARKS;FIREUSEONLY;STATUS;COMPRESSION;ADDDTTM;ADDBY;MODBY;FEATURE_ID;UNITID;Geom;Geo Local Area
WH-W17-003;DSTR;TC;C71P;3.0;0.6;W-WEST;W-WEST;Blue;Yes;;;;NWC E 29TH AV & MCHARDY ST;37B02;COVAV;;;1995-01-01;__FJE8LG;Active;;N;IN_SERVICE;Yes;2009-11-10T02:00:54-07:00;covDBimport;SDE 834766;27509;27509;"{""coordinates"": [-123.0298836140743, 49.244546567120715], ""type"": ""Point""}";Renfrew-Collingwood
WH-T20-020;DSTR;TC;TC1;191.7;1.5;S-SOUTH;S-SOUTH;Blue;Yes;;;WS 5800;T. MARGARETS S;57A02;COVAV;;;1958-01-01;__FJ8T5Y;Active;;N;IN_SERVICE;No;2009-11-10T02:01:00-07:00;covDBimport;KAH78;27514;27514;"{""coordinates"": [-123.05666865806764, 49.23097000440364], ""type"": ""Point""}";Victoria-Fraserview
WH-U06-001;DSTR;TC;TC1;9.8;3.4;E-EAST;E-EAST;Blue;Yes;;;;NEC WALL ST & N KAMLOOPS ST;11B06;COVAV;;;1930-01-01;__FJ8TMF;Active;;N;IN_SERVICE;No;2009-11-10T02:01:20-07:00;covDBimport;SDE 834766;27519;27519;"{""coordinates"": [-123.05430509213039, 49.29126378041904], ""type"": ""Point""}";Hastings-Sunrise
WH-Q16-019;DSTR;Mueller;SupCent250;1.2;1.5;N-NORTH;N-NORTH;Blue;Yes;;;;NEC CAROLINA ST & E KING EDWARD AV;41D28;COVAV;;;1965-01-01;__FJ8VIZ;Active;;N;IN_SERVICE;Yes;2009-11-10T02:01:27-07:00;covDBimport;ENYAMW;27523;27523;"{""coordinates"": [-123.09200380282995, 49.24876874018081], ""type"": ""Point""}";Riley Park
WH-N06-003;DSTR;TC;C71P;4.3;11.5;E Line;E Line;Blue;Yes;;;SEC 1700;BAYSHORE DRIVE;04B34;COVAV;;;1997-01-01;__FJ8WEE;Active;;N;IN_SERVICE;Yes;2009-11-10T02:01:49-07:00;covDBimport;ENFABSVR;27532;27532;"{""coordinates"": [-123.13300011106632, 49.29289118346136], ""type"": ""Point""}";Downtown
WH-V16-004;DSTR;TC;TC1;110.3;0.6;W-WEST;W-WEST;Yellow;Yes;;;Wend 2900;E 25TH A;39C23;COVAV;;;1947-01-01;__FJ8SN0;Active;;N;IN_SERVICE;No;2009-11-10T02:02:40-07:00;covDBimport;SDE 834766;27543;27543;"{""coordinates"": [-123.04330411388369, 49.247822463268946], ""type"": ""Point""}";Renfrew-Collingwood
WH-P18-007;DSTR;TC;TC1;144.2;0.5;S-SOUTH;S-SOUTH;Blue;No;;;ES 5000;ONTARIO ST;50D01;COVAV;2022-09-26;PER M.CHIN - FD NOTIFIED;1954-01-01;__FJ8UFQ;Active;;N;IN_SERVICE;No;2009-11-10T02:02:00-07:00;covDBimport;CAN7222;27547;27547;"{""coordinates"": [-123.10531704049953, 49.23926405024052], ""type"": ""Point""}";Riley Park
WH-Q22-020;DSTR;TC;TC1;120.4;0.9;E-EAST;E-EAST;Green;Yes;;;NS 500;E 56TH AV;73B34;COVAV;;;1962-01-01;__FJ8WXZ;Active;;N;IN_SERVICE;No;2009-11-10T02:02:59-07:00;covDBimport;SDE 834766;27551;27551;"{""coordinates"": [-123.09304703492872, 49.21923642114468], ""type"": ""Point""}";Sunset
WH-T17-008;DSTR;TC;TC1;2.7;1.0;S-SOUTH;S-SOUTH;Blue;Yes;;;;SEC SIDNEY ST & KINGSWAY;52D29;COVAV;;;1932-01-01;__FJ8TE1;Active;;N;IN_SERVICE;No;2009-11-10T02:03:07-07:00;covDBimport;SDE 834766;27557;27557;"{""coordinates"": [-123.06374430865908, 49.24430952161481], ""type"": ""Point""}";Kensington-Cedar Cottage
WH-M23-003;DSTR;AVK;2780;1.2;1.8;W-WEST;W-WEST;Blue;Yes;;;;NWC W 61ST AV & ADERA ST;85B29;COVAV;;;2009-07-28;__FJ8VEK;Active;;N;IN_SERVICE;Yes;2009-11-10T02:02:00-07:00;covDBimport;integration;27570;27570;"{""coordinates"": [-123.14358296825249, 49.21599881026587], ""type"": ""Point""}";Marpole
WH-I13-018;DSTR;TC;TC1;4.3;2.7;S-SOUTH;S-SOUTH;Blue;Yes;;;;SWC COLLINGWOOD ST & W 15TH AV;45C09;COVAV;;;1964-01-01;__FJ8U7C;Active;;N;IN_SERVICE;No;2009-11-10T02:02:25-07:00;covDBimport;SDE 834766;27572;27572;"{""coordinates"": [-123.18214690626792, 49.25874963645011], ""type"": ""Point""}";Kitsilano
WH-N13-022;DSTR;TC;TC1;0.0;0.6;;;Blue;Yes;;;;NEC LAUREL ST & W 14TH AV;31B37;COVAV;;;1987-01-01;__FJFKAY;Active;;N;IN_SERVICE;No;2009-11-10T02:02:26-07:00;covDBimport;SDE 834766;27573;27573;"{""coordinates"": [-123.12424433909091, 49.25879956991508], ""type"": ""Point""}";Fairview
WH-V13-016;DSTR;TC;TC1;120.4;0.6;S-SOUTH;S-SOUTH;Blue;Yes;;;WS 2600;LILLOOET ST;34D10;COVAV;;;1987-01-01;__FJ8SPK;Active;;N;IN_SERVICE;No;2009-11-10T02:02:00-07:00;covDBimport;ENTSD;27577;27577;"{""coordinates"": [-123.03802353714798, 49.26068913965356], ""type"": ""Point""}";Renfrew-Collingwood
WH-P11-037;DSTR;TC;C71P;1.5;2.1;E Line;E Line;Blue;Yes;;;151;ATHLETES WAY;;;;;2008-01-01;__FNKA35;Active;;N;IN_SERVICE;Yes;2009-11-10T02:00:00-07:00;covDBimport;SDE 834766;27580;27580;"{""coordinates"": [-123.10803215456023, 49.27165052857528], ""type"": ""Point""}";Mount Pleasant
WH-U10-005;DSTR;Mueller;SupCent250;1.5;1.5;E-EAST;E-EAST;Green;Yes;;;;SEC KITCHENER ST & KAMLOOPS ST;18A02;COVAV;;;1929-01-01;__FJ8TLT;Active;;N;IN_SERVICE;Yes;2009-11-10T02:00:27-07:00;covDBimport;ENYAMW;27586;27586;"{""coordinates"": [-123.05452596623326, 49.27221900897796], ""type"": ""Point""}";Hastings-Sunrise
WH-K19-022;DSTR;TC;C71P;3.0;1.8;N-NORTH;N-NORTH;Blue;Yes;;;;SEC WEST BOULEVARD & W 42ND AV;64C18;COVAV;;;1952-01-01;__FJFK4U;Active;;Y;IN_SERVICE;Yes;2009-11-10T02:00:00-07:00;covDBimport;ENBH;27590;27590;"{""coordinates"": [-123.15547619898344, 49.233721257745316], ""type"": ""Point""}";Kerrisdale
WH-J11-020;DSTR;Mueller;CENTURION;1.5;0.6;S-SOUTH;S-SOUTH;Blue;Yes;;;;SWC BAYSWATER ST & W 4TH AV;29A10;COVAV;2013-05-15;Temp water feed;1953-01-01;__FJ8WS8;Active;;N;IN_SERVICE;Yes;2009-11-10T02:00:00-07:00;covDBimport;WAS17;27594;27594;"{""coordinates"": [-123.17118298987143, 49.26829105983275], ""type"": ""Point""}";Kitsilano
WH-W11-002;DSTR;AVK;2780;1.8;1.9;W-WEST;W-WEST;Blue;Yes;;;;SWC GRAVELEY ST & RUPERT ST;18C16;COVAV;;;1931-01-01;__FJ8SSI;Active;;N;IN_SERVICE;Yes;2009-11-10T02:00:49-07:00;covDBimport;SDE 834766;27595;27595;"{""coordinates"": [-123.03391309202378, 49.270333337664376], ""type"": ""Point""}";Hastings-Sunrise
WH-L05-006;DSTR;TC;TC1;0.0;0.3;;;Green;Yes;;;2000;W GEORGIA ST;SPH50;STANLEY PARK;2007-12-11;control valve is closed by parks board - REQUIRES REPLACEMENT (HIT BY TREE);1930-01-01;;Active;;Y;IN_SERVICE;No;2009-11-10T02:07:00-07:00;covDBimport;SDE 834766;27596;27596;"{""coordinates"": [-123.14929164128507, 49.2970961669698], ""type"": ""Point""}";
WH-U23-010;DSTR;TC;TC1;3.0;3.0;N-NORTH;N-NORTH;Blue;Yes;;;;NWC VIVIAN DRIVE & LYNBROOK DRIVE;75B24;COVAV;;;1959-01-01;__FJ8S8D;Active;;N;IN_SERVICE;No;2009-11-10T02:07:12-07:00;covDBimport;SDE 834766;27597;27597;"{""coordinates"": [-123.05071800551059, 49.21718034671747], ""type"": ""Point""}";Victoria-Fraserview
WH-S08-007;DSTR;TC;TC1;3.4;2.4;N-NORTH;N-NORTH;Blue;Yes;;;;NEC MCLEAN DRIVE & E HASTINGS ST;10B27;COVAV;;;1974-01-01;__FJ8T07;Active;;N;IN_SERVICE;No;2009-11-10T02:07:15-07:00;covDBimport;SDE 834766;27598;27598;"{""coordinates"": [-123.07403090944456, 49.281447606705626], ""type"": ""Point""}";Grandview-Woodland
WH-V13-015;DSTR;TC;TC1;2.4;2.1;S-SOUTH;S-SOUTH;Blue;Yes;;;;SWC LILLOOET ST & E BROADWAY;34D06;COVAV;;;1961-01-01;__FJ8SPO;Active;;N;IN_SERVICE;No;2009-11-10T02:07:25-07:00;covDBimport;SDE 834766;27602;27602;"{""coordinates"": [-123.03802742686345, 49.261744770977636], ""type"": ""Point""}";Renfrew-Collingwood
WH-S12-014;DSTR;TC;TC1;1.8;1.5;S-SOUTH;S-SOUTH;Blue;Yes;;;;SWC WOODLAND DRIVE & E 7TH AV;33A33;COVAV;;;1995-01-01;__FJ8SZD;Active;;N;IN_SERVICE;No;2009-11-10T02:07:33-07:00;covDBimport;SDE 834766;27605;27605;"{""coordinates"": [-123.0737145505817, 49.26409706703298], ""type"": ""Point""}";Grandview-Woodland
WH-V15-009;DSTR;TC;TC1;2.7;1.2;;;Blue;Yes;;;;SEC E 21ST AV & NOOTKA ST;38D19;COVAV;;;1963-03-21;__FJFK32;Active;;Y;IN_SERVICE;No;2009-11-10T02:07:49-07:00;covDBimport;SDE 834766;27611;27611;"{""coordinates"": [-123.04142217928823, 49.251415702658555], ""type"": ""Point""}";Renfrew-Collingwood
WH-S08-001;DSTR;TC;TC1;6.1;7.9;W-WEST;W-WEST;Blue;Yes;;;;SWC POWELL ST & CLARK DRIVE;09C08;COVAV;;;1982-01-01;__FJ8WI9;Active;;N;IN_SERVICE;No;2009-11-10T02:07:00-07:00;covDBimport;SDE 834766;27613;27613;"{""coordinates"": [-123.0773909866886, 49.28295676558879], ""type"": ""Point""}";Strathcona
WH-N20-020;DSTR;TC;TC1;136.9;1.8;N-NORTH;N-NORTH;Yellow;Yes;;;WS 6075;ILLOW ST;60B21;;;;1960-01-01;__FJ8VBB;Active;;N;IN_SERVICE;No;2009-11-10T02:07:54-07:00;covDBimport;SDE 834766;27614;27614;"{""coordinates"": [-123.12348061512216, 49.23045789176253], ""type"": ""Point""}";Oakridge
WH-M08-021;DSTR;Mueller;SupCent250;1.8;0.5;S-SOUTH;S-SOUTH;Blue;Yes;;;;SEC JERVIS ST & DAVIE ST;06B16;COVAV;;;;__FJ8VVQ;Active;;N;IN_SERVICE;Yes;2009-11-10T02:07:59-07:00;covDBimport;PIY88;27616;27616;"{""coordinates"": [-123.13496656107517, 49.282673593136536], ""type"": ""Point""}";West End
WH-J13-004;DSTR;TC;TC1;3.7;2.99;N-NORTH;N-NORTH;Blue;Yes;;;;NWC MACKENZIE ST & W 11TH AV;29B18;COVAV;;;1965-01-01;__FJ8U7S;Active;;N;IN_SERVICE;No;2009-11-10T02:08:11-07:00;covDBimport;SDE 834766;27622;27622;"{""coordinates"": [-123.17028654623671, 49.26243468781811], ""type"": ""Point""}";Kitsilano
WH-T08-023;DSTR;TC;C71P;2.7;10.1;S-SOUTH;S-SOUTH;Blue;Yes;;;;SWC TEMPLETON DRIVE & TRIUMPH ST;10D08;COVAV;;;2004-01-15;__FJ8TIR;Active;;N;IN_SERVICE;Yes;2009-11-10T02:08:24-07:00;covDBimport;SDE 834766;27629;27629;"{""coordinates"": [-123.05982927453796, 49.283789675639234], ""type"": ""Point""}";Grandview-Woodland
WH-K11-016;DSTR;Mueller;CENTURION;2.7;1.8;N Line;N Line;Blue;Yes;;;;NWC VINE ST & W 4TH AV;29C09;COVAV;;;1988-01-01;__FJ8WT5;Active;;N;IN_SERVICE;Yes;2009-11-10T02:08:29-07:00;covDBimport;RIH83;27632;27632;"{""coordinates"": [-123.1576174643869, 49.268347394696086], ""type"": ""Point""}";Kitsilano
WH-Q08-014;DSTR;TC;C71P;2.4;1.5;S-SOUTH;S-SOUTH;Blue;Yes;;;;SWC RAILWAY ST & DUNLEVY AV;09A04;COVAV;;;2003-01-01;__FJF4BK;Active;;N;IN_SERVICE;Yes;2009-11-10T02:08:32-07:00;covDBimport;SDE 834766;27634;27634;"{""coordinates"": [-123.09534987782399, 49.28474234092827], ""type"": ""Point""}";Strathcona
WH-O09-015;DSTR;TC;C71P;1.5;3.4;W-WEST;W-WEST;Blue;Yes;;;;NWC ROBSON ST & SEYMOUR ST;06C23;COVAV;;;1993-01-01;__FJEA1D;Active;;N;IN_SERVICE;Yes;2009-11-10T02:08:41-07:00;covDBimport;SDE 834766;27640;27640;"{""coordinates"": [-123.11884981119333, 49.2808659741942], ""type"": ""Point""}";Downtown
WH-W08-004;DSTR;AVK;2780;6.4;0.0;S-SOUTH;S-SOUTH;Yellow;Yes;;;;NWC BOUNDARY ROAD & DUNDAS ST;14B03;COVAV;2009-02-11;Jose #1072, o/c HCV won't open, permanently o/c to be discontinued at a later date;1932-01-01;__FJ8SWW;Active;"<P>Remove hyd W08-004 as per Water Design and install new hyd on NWC</P>

<P>Removed hydrant W08-004, valvebox for HCV removed also</P>";N;IN_SERVICE;Yes;2009-11-10T02:08:00-07:00;covDBimport;SDE 834766;27644;27644;"{""coordinates"": [-123.02358540580116, 49.28488259169222], ""type"": ""Point""}";Hastings-Sunrise
WH-S15-023;DSTR;TC;TC1;2.4;1.5;S-SOUTH;S-SOUTH;Blue;Yes;;;;SWC LANARK ST & E 21ST AV;40B22;COVAV;;;1968-01-01;__FJ8SYV;Active;;N;IN_SERVICE;No;2009-11-10T02:03:17-07:00;covDBimport;WAS17;27652;27652;"{""coordinates"": [-123.07478137611417, 49.25156143400563], ""type"": ""Point""}";Kensington-Cedar Cottage
WH-P23-010;DSTR;AVK;2780;1.6;3.5;N-NORTH;N-NORTH;Blue;Yes;;;;NEC ONTARIO ST & E 60TH AV;83C16;COVAV;;;2009-11-05;__FJ8UDA;Active;;N;IN_SERVICE;Yes;2009-11-10T02:03:30-07:00;covDBimport;SDE 834766;27657;27657;"{""coordinates"": [-123.1062104767237, 49.216027399474555], ""type"": ""Point""}";Sunset
WH-T10-003;DSTR;TC;TC1;0.9;1.2;E-EAST;E-EAST;Blue;Yes;;;;SEC PARKER ST & LAKEWOOD DRIVE;19C31;COVAV;;;1998-01-01;__FJ8THK;Active;;N;IN_SERVICE;No;2009-11-10T02:03:38-07:00;covDBimport;TAL00;27660;27660;"{""coordinates"": [-123.06159932659034, 49.27567491403689], ""type"": ""Point""}";Grandview-Woodland
WH-P18-009;DSTR;TC;C71P;3.0;2.4;N-NORTH;N-NORTH;Blue;Yes;;;;NWC MAIN ST & E 37TH AV;59A01;COVAV;;;1985-01-01;__FJ8UG0;Active;;N;IN_SERVICE;Yes;2009-11-10T02:03:56-07:00;covDBimport;ENYAMW;27667;27667;"{""coordinates"": [-123.10176995458532, 49.237380224845815], ""type"": ""Point""}";Riley Park
WH-T14-001;DSTR;TC;TC1;2.4;0.9;E-EAST;E-EAST;Green;Yes;;;;SEC E 13TH AV & SEMLIN DRIVE;40C02;COVAV;;;1963-01-01;__FJ8WET;Active;;N;IN_SERVICE;No;2009-11-10T02:04:01-07:00;covDBimport;SDE 834766;27669;27669;"{""coordinates"": [-123.0638586516359, 49.25853546755329], ""type"": ""Point""}";Kensington-Cedar Cottage
WH-T12-007;DSTR;TC;C71P;2.4;0.6;W-WEST;W-WEST;Blue;Yes;;;;SWC E 5TH AV & NANAIMO S;33C18;COVAV;;;1961-01-01;__FJE5NF;Active;;N;IN_SERVICE;Yes;2009-11-10T02:04:00-07:00;covDBimport;ENYAMW;27673;27673;"{""coordinates"": [-123.0568103964862, 49.26580803972369], ""type"": ""Point""}";Grandview-Woodland
WH-I11-021;DSTR;TC;TC1;1.5;1.2;W-WEST;W-WEST;Blue;Yes;;;;SWC W 3RD AV & COLLINGWOOD ST;24D18;COVAV;;;1964-01-01;__FJ8U9I;Active;;N;IN_SERVICE;No;2009-11-10T02:04:15-07:00;covDBimport;SDE 834766;27676;27676;"{""coordinates"": [-123.18182463095816, 49.26937858695772], ""type"": ""Point""}";Kitsilano
WH-G12-007;DSTR;TC;TC1;1.2;0.6;W-WEST;W-WEST;Blue;Yes;;;;NWC W 8TH AV & TRIMBLE ST;27D01;COVAV;;;1964-01-01;__FJ8TQJ;Active;;N;IN_SERVICE;No;2009-11-10T02:04:19-07:00;covDBimport;SDE 834766;27678;27678;"{""coordinates"": [-123.20615220343278, 49.26557400482846], ""type"": ""Point""}";West Point Grey
WH-Q09-006;DSTR;TC;TC1;0.9;1.0;N-SOUTH;N-SOUTH;Blue;Yes;;;;SWC MAIN ST & PRIOR ST;21C22;COVAV;;;1981-01-01;__FJ8V4G;Active;;N;IN_SERVICE;No;2009-11-10T02:04:27-07:00;covDBimport;SDE 834766;27681;27681;"{""coordinates"": [-123.10008484290198, 49.27668909988872], ""type"": ""Point""}";Downtown
WH-U08-011;DSTR;AVK;2780;1.8;0.9;S-SOUTH;S-SOUTH;Blue;Yes;;;;SWC PENTICTON ST & DUNDAS ST;12B02;COVAV;;;2008-01-28;__FJ8SW0;Active;;N;IN_SERVICE;Yes;2009-11-10T02:04:38-07:00;covDBimport;SDE 834766;27685;27685;"{""coordinates"": [-123.05213558816041, 49.284682440842005], ""type"": ""Point""}";Hastings-Sunrise
WH-T09-035;DSTR;TC;TC1;4.0;5.8;S-SOUTH;S-SOUTH;Blue;Yes;;;;SWC NANAIMO ST & E HASTINGS S;10D30;COVAV;;;1950-01-01;__FJ8TIG;Active;;N;IN_SERVICE;No;2009-11-10T02:04:40-07:00;covDBimport;SDE 834766;27686;27686;"{""coordinates"": [-123.05674163108748, 49.28099547870811], ""type"": ""Point""}";Grandview-Woodland
WH-I13-012;DSTR;TC;TC1;1.8;0.9;E-EAST;E-EAST;Blue;Yes;;;;NEC W 11TH AV & ALMA ST;28B19;COVAV;;;1966-01-01;__FJ8UAS;Active;;N;IN_SERVICE;No;2009-11-10T02:04:43-07:00;covDBimport;SDE 834766;27687;27687;"{""coordinates"": [-123.18572641725918, 49.26262949301372], ""type"": ""Point""}";Kitsilano
WH-L16-014;DSTR;TC;TC1;7.3;1.5;N-NORTH;N-NORTH;Blue;Yes;;;NEC 4492;MAGNOLIA ST;49B04;COVAV;;;1964-01-01;__FJ8U0A;Active;;N;IN_SERVICE;No;2009-11-10T02:04:48-07:00;covDBimport;SDE 834766;27689;27689;"{""coordinates"": [-123.14973603905536, 49.24596520779218], ""type"": ""Point""}";Arbutus-Ridge
WH-N23-017;DSTR;Mueller;CENTURION;1.2;0.9;E-EAST;E-EAST;Blue;Yes;;;;NES W 59TH AV & FREMLIN ST;85C21;COVAV;;;1999-01-01;__FJ8WVH;Active;;N;IN_SERVICE;Yes;2009-11-10T02:04:53-07:00;covDBimport;SDE 834766;27691;27691;"{""coordinates"": [-123.1270450710235, 49.21708785711896], ""type"": ""Point""}";Marpole
WH-N22-011;DSTR;TC;C71P;68.3;0.9;E-EAST;E-EAST;Blue;Yes;;;NS 975;W 57TH AV;85C12;COVAV;;;1988-01-01;__FJ8WVB;Active;;N;IN_SERVICE;Yes;2009-11-10T02:05:00-07:00;covDBimport;RIH83;27695;27695;"{""coordinates"": [-123.12751533751603, 49.21928558700034], ""type"": ""Point""}";Oakridge
WH-P12-023;DSTR;TC;TC1;2.7;5.5;N-NORTH;N-NORTH;Blue;Yes;;;;NEC ONTARIO ST & E 8TH AV;31C35;COVAV;;;1985-01-01;__FJ8UKI;Active;;N;IN_SERVICE;No;2009-11-10T02:05:04-07:00;covDBimport;SDE 834766;27696;27696;"{""coordinates"": [-123.10474130354383, 49.26388202111372], ""type"": ""Point""}";Mount Pleasant
WH-N22-003;DSTR;TC;TC1;1.5;0.6;W-WEST;W-WEST;Blue;Yes;;;;NWC W 54TH AV & OAK ST;71D20;COVAV;;;1960-01-01;__FJ8V93;Active;;N;IN_SERVICE;No;2009-11-10T02:05:00-07:00;covDBimport;DAC64;27702;27702;"{""coordinates"": [-123.12867892646793, 49.22162109807277], ""type"": ""Point""}";Oakridge
WH-R09-008;DSTR;TC;C71P;2.4;0.9;N-NORTH;N-NORTH;Blue;Yes;;;;NEC CAMPBELL AV & E GEORGIA ST;09D07;COVAV;;;1996-01-01;__FJ8WB0;Active;;N;IN_SERVICE;Yes;2009-11-10T02:05:22-07:00;covDBimport;SDE 834766;27703;27703;"{""coordinates"": [-123.08487165816838, 49.278405332119725], ""type"": ""Point""}";Strathcona
WH-V20-009;DSTR;TC;TC1;1.8;2.1;N-NORTH;N-NORTH;Blue;Yes;;;;NWC KERR ST & E 45TH A;57D18;COVAV;;;1985-01-01;__FJ8SGH;Active;;N;IN_SERVICE;No;2009-11-10T02:05:30-07:00;covDBimport;SDE 834766;27706;27706;"{""coordinates"": [-123.04041722902912, 49.229397005537024], ""type"": ""Point""}";Killarney
WH-U08-012;DSTR;TC;TC1;2.1;0.5;N-NORTH;N-NORTH;Blue;Yes;;;;NWC SLOCAN ST & DUNDAS ST;12B03;COVAV;;;1970-01-01;__FJ8SVZ;Active;;N;IN_SERVICE;No;2009-11-10T02:05:32-07:00;covDBimport;SDE 834766;27707;27707;"{""coordinates"": [-123.04951154842854, 49.284893308380106], ""type"": ""Point""}";Hastings-Sunrise
WH-T24-010;DSTR;TC;TC1;49.1;0.3;W-WEST;W-WEST;Blue;Yes;;;;SWC QUALICUM DRIVE & NANAIMO ST;80C15;COVAV;;;1949-01-01;__FJ8T1L;Active;;N;IN_SERVICE;No;2009-11-10T02:05:37-07:00;covDBimport;SDE 834766;27709;27709;"{""coordinates"": [-123.05962098431657, 49.21229751298423], ""type"": ""Point""}";Victoria-Fraserview
WH-T09-007;DSTR;TC;TC1;1.8;0.6;E-EAST;E-EAST;Blue;Yes;;;;SEC ADANAC ST & SEMLIN DRIVE;19C20;COVAV;;;1958-01-01;__FJ8THM;Active;;N;IN_SERVICE;No;2009-11-10T02:05:40-07:00;covDBimport;SDE 834766;27710;27710;"{""coordinates"": [-123.06351689458852, 49.27744212219614], ""type"": ""Point""}";Grandview-Woodland
WH-R17-008;DSTR;TC;TC1;4.9;1.8;N-NORTH;N-NORTH;Green;Yes;;;;NWC ST. CATHERINES ST & E 31ST AV;51C28;COVAV;;;1961-01-01;__FJ8VMB;Active;;N;IN_SERVICE;No;2009-11-10T02:05:00-07:00;covDBimport;SDE 834766;27711;27711;"{""coordinates"": [-123.08607921259595, 49.24266566892606], ""type"": ""Point""}";Kensington-Cedar Cottage
WH-W16-027;DSTR;TC;TC1;171.6;0.6;W-WEST;W-WEST;Blue;Yes;;;SS 3592;E 28TH AV;37A32;COVAV;;;1964-01-01;__FJ8SO9;Active;;N;IN_SERVICE;No;2009-11-10T02:05:00-07:00;covDBimport;RIH83;27713;27713;"{""coordinates"": [-123.02634368161699, 49.24527964052706], ""type"": ""Point""}";Renfrew-Collingwood
WH-N07-020;DSTR;TC;C71P;0.3;2.0;S-SOUTH;S-SOUTH;Blue;Yes;;;;SEC JERVIS ST & ALBERNI ST;04D20;COVAV;;;2000-01-01;__FJ8W0B;Active;;N;IN_SERVICE;Yes;2009-11-10T02:05:00-07:00;covDBimport;SDE 834766;27715;27715;"{""coordinates"": [-123.12750431516514, 49.28760715042828], ""type"": ""Point""}";West End
WH-P13-013;DSTR;TC;TC1;1.5;0.9;S-SOUTH;S-SOUTH;Yellow;Yes;;;;SEC MANITOBA ST & W 10TH AV;31D03;COVAV;;;1999-01-01;__FJ8UJ5;Active;;N;IN_SERVICE;No;2009-11-10T02:06:01-07:00;covDBimport;SDE 834766;27718;27718;"{""coordinates"": [-123.1067577496335, 49.26200371239296], ""type"": ""Point""}";Mount Pleasant
WH-P08-029;DSTR;TC;TC1;2.4;1.5;N-NORTH;N-NORTH;Blue;Yes;;;;NEC ABBOTT ST & W CORDOVA ST;07D19;COVAV;;;1985-01-01;__FJFK6Y;Active;;N;IN_SERVICE;No;2009-11-10T02:06:00-07:00;covDBimport;QEV1321;27724;27724;"{""coordinates"": [-123.10662878380299, 49.283017589626944], ""type"": ""Point""}";Downtown
WH-Q23-012;DSTR;Mueller;SupCent250;42.4;1.5;W-WEST;W-WEST;Blue;Yes;;;LNW 600;E 58TH AV;81A07;COVAV;;;1967-01-01;__FJ8WY2;Active;;N;IN_SERVICE;Yes;2009-11-10T02:06:31-07:00;covDBimport;RIH83;27729;27729;"{""coordinates"": [-123.09173187911406, 49.217218986970934], ""type"": ""Point""}";Sunset
WH-N21-024;DSTR;TC;TC1;2.1;0.6;S-SOUTH;S-SOUTH;Blue;Yes;;;;SWC HEATHER ST & W 49TH AV;72A17;COVAV;;;1952-01-01;__FJ8WVA;Active;;N;IN_SERVICE;No;2009-11-10T02:06:39-07:00;covDBimport;SDE 834766;27732;27732;"{""coordinates"": [-123.12370837410165, 49.22625423414166], ""type"": ""Point""}";Oakridge
WH-N15-009;DSTR;Mueller;SupCent250;3.4;1.8;N-NORTH;N-NORTH;Blue;Yes;;;;NEC OAK ST & W 20TH AV;43D06;COVAV;;;1952-01-01;__FJ8W3T;Active;;N;IN_SERVICE;Yes;2009-11-10T02:06:41-07:00;covDBimport;ENYAMW;27733;27733;"{""coordinates"": [-123.1272221217298, 49.25364920235685], ""type"": ""Point""}";South Cambie
WH-L14-005;DSTR;AVK;2780;2.4;7.6;W-WEST;W-WEST;Blue;Yes;;;;NWC W 16TH AV & ARBUTUS ST;44C17;COVAV;;;2007-11-09;__FJ8U1Z;Active;;N;IN_SERVICE;Yes;2009-11-10T02:06:52-07:00;covDBimport;SDE 834766;27737;27737;"{""coordinates"": [-123.15341269843488, 49.25736763634045], ""type"": ""Point""}";Kitsilano
WH-O17-008;DSTR;Mueller;CENTURION;16.8;1.3;E-EAST;E-EAST;Yellow;Yes;;;;SEC W 33RD AV & CAMBIE ST;50B11;COVAV;;;1951-01-01;__FJ8UPQ;Active;;N;IN_SERVICE;Yes;2009-11-10T02:06:55-07:00;covDBimport;ENYAMW;27738;27738;"{""coordinates"": [-123.118068624661, 49.24099338072302], ""type"": ""Point""}";Riley Park
WH-V08-008;DSTR;TC;TC1;167.9;0.3;E-EAST;E-EAST;Blue;Yes;;;NS 2900;E HASTINGS ST;12D11;COVAV;;;1960-01-01;__FJ8SWC;Active;;N;IN_SERVICE;No;2009-11-10T02:07:02-07:00;covDBimport;SDE 834766;27741;27741;"{""coordinates"": [-123.04155932989248, 49.28120076596519], ""type"": ""Point""}";Hastings-Sunrise
WH-O21-006;DSTR;TC;TC1;4.0;0.6;W-WEST;W-WEST;Blue;Yes;;;;NWC W 52ND AV & ASH ST;72B19;COVAV;;;1957-01-01;__FJ8UP9;Active;;N;IN_SERVICE;No;2009-11-10T02:07:07-07:00;covDBimport;SDE 834766;27743;27743;"{""coordinates"": [-123.11836556796825, 49.22360324201399], ""type"": ""Point""}";Oakridge
